airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple Carriers,2019-06-24,Delhi,Cochin,12:50:00,19:15:00,385,1.0,In-flight meal not included,7268
Indigo,2019-03-09,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No info,6860
Air India,2019-05-18,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,6934
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,23:25:00,385,1.0,No info,9870
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8586
Jet Airways,2019-06-24,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Spicejet,2019-05-12,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No info,2017
Indigo,2019-03-15,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No info,5406
Jet Airways,2019-06-24,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,10262
Indigo,2019-03-27,Delhi,Cochin,07:30:00,13:20:00,350,1.0,No info,8227
Multiple Carriers,2019-06-03,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,13587
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,18:50:00,1550,1.0,No info,8820
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,18:00:00,1500,1.0,In-flight meal not included,7341
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No info,13014
Jet Airways,2019-06-12,Delhi,Cochin,18:20:00,12:35:00,1095,2.0,No info,14300
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,01:35:00,915,1.0,No info,15147
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No info,7670
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,19:10:00,575,1.0,In-flight meal not included,12384
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,19:45:00,1470,1.0,No info,12032
Air India,2019-05-18,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No info,12392
Jet Airways,2019-03-03,Delhi,Cochin,02:15:00,18:50:00,995,1.0,No info,17024
Air India,2019-05-09,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No info,11281
Spicejet,2019-05-24,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Spicejet,2019-06-21,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,2647
Jet Airways,2019-06-06,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,In-flight meal not included,10844
Indigo,2019-03-09,Banglore,New Delhi,05:30:00,08:20:00,170,0.0,No info,4777
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,04:25:00,900,2.0,No info,16704
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No info,13376
Indigo,2019-05-01,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No info,4226
Indigo,2019-03-24,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No info,7303
Indigo,2019-06-27,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No info,4049
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,7064
Indigo,2019-04-12,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No info,4591
Multiple Carriers,2019-06-24,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No info,10877
Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,12373
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,20:20:00,1525,1.0,In-flight meal not included,11087
Multiple Carriers,2019-06-03,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No info,10696
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,11627
Indigo,2019-03-27,Kolkata,Banglore,15:20:00,17:55:00,155,0.0,No info,5198
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,10703
Air India,2019-03-06,Delhi,Cochin,21:30:00,19:15:00,1305,2.0,No info,11552
Air India,2019-06-24,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No info,9443
Indigo,2019-04-03,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No info,4823
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,21:00:00,835,1.0,In-flight meal not included,10406
Spicejet,2019-06-12,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543
Multiple Carriers,2019-05-27,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No info,10407
Multiple Carriers,2019-06-24,Delhi,Cochin,11:25:00,19:00:00,455,1.0,No info,10678
Air India,2019-05-09,Kolkata,Banglore,08:20:00,11:10:00,1610,2.0,No info,11222
Vistara,2019-06-03,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No info,4878
Spicejet,2019-03-24,Kolkata,Banglore,11:15:00,18:15:00,420,1.0,No info,12287
Indigo,2019-06-01,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No info,2227
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No info,13067
Air Asia,2019-06-06,Kolkata,Banglore,19:55:00,23:30:00,215,1.0,No info,6857
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,19:45:00,2300,2.0,No info,16914
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,18:50:00,1610,1.0,In-flight meal not included,14053
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,450,1.0,No info,15554
Jet Airways,2019-03-06,Delhi,Cochin,07:05:00,18:50:00,705,1.0,No info,17234
Multiple Carriers,2019-05-27,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No info,11264
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,09:00:00,610,1.0,In-flight meal not included,11087
Indigo,2019-06-24,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4804
Spicejet,2019-06-03,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No info,3597
Indigo,2019-04-12,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No info,5780
Multiple Carriers,2019-06-03,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No info,13259
Jet Airways,2019-06-15,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,7229
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No info,6717
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No info,9794
Indigo,2019-05-09,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No info,4804
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No info,7980
Jet Airways,2019-06-06,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,No info,13292
Indigo,2019-06-03,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No info,6818
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,04:25:00,2820,2.0,No info,20064
Vistara,2019-05-06,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No info,11982
Multiple Carriers,2019-06-12,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No info,10877
Jet Airways,2019-06-03,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,10262
Spicejet,2019-06-01,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No info,7317
Indigo,2019-05-18,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No info,2227
Jet Airways,2019-04-09,Delhi,Cochin,22:50:00,12:35:00,825,1.0,No info,11822
Air India,2019-06-03,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,No info,12488
Multiple Carriers,2019-05-15,Delhi,Cochin,18:15:00,01:30:00,435,1.0,No info,13727
Air India,2019-06-27,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No info,4145
Indigo,2019-05-27,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No info,2754
Indigo,2019-03-06,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No info,7295
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,00:45:00,470,1.0,No info,26890
Spicejet,2019-06-06,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5158
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,18:50:00,2240,2.0,In-flight meal not included,9328
Indigo,2019-04-21,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No info,4823
Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,23:30:00,215,1.0,No info,6857
Multiple Carriers,2019-06-06,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No info,13377
Multiple Carriers,2019-03-03,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No info,18286
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,15:15:00,380,1.0,No info,19225
Air India,2019-06-01,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No info,9929
Multiple Carriers,2019-06-09,Delhi,Cochin,18:15:00,01:30:00,435,1.0,No info,13587
Jet Airways,2019-03-15,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4160
Vistara,2019-04-15,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No info,5613
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,No info,12681
Indigo,2019-06-03,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No info,6838
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,19:10:00,1220,1.0,No info,25735
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,10844
Vistara,2019-06-27,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,3687
Jet Airways,2019-06-15,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No info,8016
Spicejet,2019-05-03,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Air India,2019-06-27,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No info,7480
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No info,13626
Vistara,2019-04-24,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No info,6216
Air India,2019-03-24,Kolkata,Banglore,07:00:00,13:45:00,1845,2.0,No info,12829
Jet Airways,2019-04-09,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-04-01,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,5177
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,In-flight meal not included,12898
Indigo,2019-04-18,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No info,4591
Indigo,2019-04-15,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No info,4174
Jet Airways,2019-05-09,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No info,14657
Jet Airways,2019-04-18,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No info,7229
Air Asia,2019-03-18,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No info,4082
Spicejet,2019-06-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Air India,2019-06-15,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No info,5510
Air Asia,2019-05-01,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No info,5192
Spicejet,2019-05-21,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No info,4649
Spicejet,2019-06-21,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Spicejet,2019-05-03,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No info,3873
Air Asia,2019-05-12,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No info,3383
Jet Airways,2019-05-12,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,3502
Multiple Carriers,2019-05-18,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No info,9205
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,15:30:00,390,1.0,No info,8307
Air India,2019-05-06,Kolkata,Banglore,20:30:00,08:55:00,745,1.0,No info,10203
Air India,2019-06-27,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No info,3100
Air India,2019-06-09,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No info,6587
Jet Airways,2019-06-27,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,10262
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No info,11664
Jet Airways,2019-05-27,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,12898
Indigo,2019-03-01,Mumbai,Hyderabad,12:00:00,13:25:00,85,0.0,No info,12475
Air India,2019-05-15,Delhi,Cochin,09:45:00,09:25:00,1420,1.0,No info,7480
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,In-flight meal not included,8586
Jet Airways,2019-05-21,Delhi,Cochin,09:50:00,13:05:00,195,0.0,No info,9564
Air India,2019-03-06,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No info,14746
Indigo,2019-06-15,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No info,6386
Goair,2019-05-01,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No info,6686
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,No info,14571
Spicejet,2019-06-15,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Spicejet,2019-05-21,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No info,5975
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,09:05:00,965,1.0,No info,8452
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No info,16079
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No info,16079
Indigo,2019-05-18,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No info,7503
Jet Airways,2019-06-24,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,8016
Jet Airways,2019-03-01,Banglore,New Delhi,20:35:00,11:25:00,890,1.0,No info,31825
Jet Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No info,5678
Multiple Carriers,2019-05-09,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No info,8888
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,12898
Indigo,2019-04-15,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No info,4174
Air India,2019-05-18,Kolkata,Banglore,16:50:00,13:45:00,1255,2.0,No info,13432
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,10844
Jet Airways,2019-06-09,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262
Air India,2019-03-06,Banglore,New Delhi,11:50:00,19:50:00,480,1.0,No info,14594
Indigo,2019-04-21,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4804
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,No info,13374
Indigo,2019-06-21,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No info,5277
Air India,2019-03-06,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No info,11552
Air India,2019-03-24,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No info,13428
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No info,14781
Multiple Carriers,2019-05-15,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No info,8073
Air India,2019-06-24,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No info,6961
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,13843
Multiple Carriers,2019-05-18,Delhi,Cochin,03:50:00,19:00:00,910,1.0,No info,10197
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420,2.0,In-flight meal not included,6643
Indigo,2019-04-15,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No info,4823
Spicejet,2019-05-24,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,3311
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,12898
Air Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No info,6853
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,20:45:00,1485,1.0,In-flight meal not included,10844
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,9663
Air India,2019-03-01,Banglore,New Delhi,10:30:00,21:25:00,655,2.0,No info,11213
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,9663
Indigo,2019-03-24,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No info,7303
Air India,2019-06-24,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No info,12436
Indigo,2019-06-09,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No info,5699
Multiple Carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No info,13377
Spicejet,2019-03-01,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No info,5515
Air India,2019-03-27,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No info,7165
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No info,14781
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,15544
Indigo,2019-03-09,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4148
Indigo,2019-04-15,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No info,5947
Indigo,2019-04-03,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No info,3175
Multiple Carriers,2019-06-15,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No info,9646
Indigo,2019-05-18,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No info,4775
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No info,16704
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,19:10:00,1570,1.0,No info,13067
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,18:50:00,995,1.0,In-flight meal not included,6017
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3332
Air India,2019-03-09,Delhi,Cochin,17:45:00,23:00:00,315,1.0,No info,9064
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,09:30:00,1165,1.0,No info,17261
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No info,10909
Indigo,2019-06-24,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No info,6412
Multiple Carriers,2019-06-03,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No info,13587
Indigo,2019-04-24,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No info,5298
Air India,2019-03-01,Banglore,New Delhi,11:05:00,19:50:00,525,1.0,1 Long layover,14594
Spicejet,2019-06-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No info,4174
Air India,2019-06-27,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No info,8372
Trujet,2019-03-06,Mumbai,Hyderabad,13:05:00,16:20:00,195,1.0,No info,4140
Jet Airways,2019-03-06,Delhi,Cochin,16:50:00,04:25:00,2135,2.0,No info,19907
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No info,8610
Jet Airways,2019-04-24,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No info,7229
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,04:25:00,745,1.0,No info,16289
Jet Airways,2019-04-09,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,No info,11822
Air India,2019-05-12,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No info,12140
Air India,2019-06-15,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No info,7384
Indigo,2019-03-12,Kolkata,Banglore,14:20:00,16:55:00,155,0.0,No info,4148
Jet Airways,2019-06-27,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No info,7740
Air India,2019-03-06,Mumbai,Hyderabad,16:00:00,23:45:00,465,1.0,No info,11678
Indigo,2019-03-24,Kolkata,Banglore,05:35:00,11:20:00,345,1.0,No info,9319
Goair,2019-03-01,Banglore,New Delhi,20:55:00,23:50:00,175,0.0,No info,18558
Spicejet,2019-04-21,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,4807
